time,tmax_c,tmin_c,tmean_c,precip_mm,wind_speed_max,wind_gusts_max,rad_solar,sunshine_sec,humidade_relativa,nebulosidade_media,sunrise,sunset,date,zone,latitude,longitude,HDD18,CDD22,amp_termica,day_length_hours,dow,is_weekend,month,year,is_holiday,is_dst,consumo_gwh
2015-01-01,16.2,-1.0,5.9,0.0,9.0,17.3,9.32,30010.8,76,2,2015-01-01 08:56:00,2015-01-01 18:18:00,2015-01-01,COIMBRA,40.206,-8.419,12.1,0.0,17.2,9.37,3,0,1,2015,0,False,119.0
2015-01-02,14.8,-0.7,6.0,0.0,8.0,14.8,8.89,30059.2,77,51,2015-01-02 08:56:00,2015-01-02 18:19:00,2015-01-02,COIMBRA,40.206,-8.419,12.0,0.0,15.5,9.38,4,0,1,2015,0,False,137.0
2015-01-03,15.8,-0.5,6.8,0.0,7.3,14.4,9.26,30112.16,77,19,2015-01-03 08:56:00,2015-01-03 18:19:00,2015-01-03,COIMBRA,40.206,-8.419,11.2,0.0,16.3,9.38,5,1,1,2015,0,False,133.0
2015-01-04,15.5,0.8,7.7,0.0,7.3,11.2,9.2,30169.54,76,3,2015-01-04 08:56:00,2015-01-04 18:20:00,2015-01-04,COIMBRA,40.206,-8.419,10.3,0.0,14.7,9.4,6,1,1,2015,0,False,130.0
2015-01-05,12.5,1.0,6.3,0.0,7.9,16.6,8.92,30231.2,84,12,2015-01-05 08:56:00,2015-01-05 18:21:00,2015-01-05,COIMBRA,40.206,-8.419,11.7,0.0,11.5,9.42,0,0,1,2015,0,False,156.0
2015-01-06,11.5,3.3,7.2,0.0,7.9,18.0,7.57,28184.47,90,52,2015-01-06 08:56:00,2015-01-06 18:22:00,2015-01-06,COIMBRA,40.206,-8.419,10.8,0.0,8.2,9.43,1,0,1,2015,0,False,160.0
2015-01-07,12.6,-1.1,4.6,0.0,9.8,18.7,9.45,30366.72,81,19,2015-01-07 08:56:00,2015-01-07 18:23:00,2015-01-07,COIMBRA,40.206,-8.419,13.4,0.0,13.7,9.45,2,0,1,2015,0,False,165.0
2015-01-08,13.8,-1.9,4.9,0.0,10.2,17.6,9.41,30440.3,79,7,2015-01-08 08:56:00,2015-01-08 18:24:00,2015-01-08,COIMBRA,40.206,-8.419,13.1,0.0,15.7,9.47,3,0,1,2015,0,False,167.0
2015-01-09,16.7,-0.3,6.6,0.0,9.8,18.0,9.73,30517.57,77,1,2015-01-09 08:55:00,2015-01-09 18:25:00,2015-01-09,COIMBRA,40.206,-8.419,11.4,0.0,17.0,9.5,4,0,1,2015,0,False,164.0
2015-01-10,16.1,0.4,7.3,0.0,7.8,15.1,9.83,30598.37,80,3,2015-01-10 08:55:00,2015-01-10 18:26:00,2015-01-10,COIMBRA,40.206,-8.419,10.7,0.0,15.7,9.52,5,1,1,2015,0,False,143.0
2015-01-11,14.9,3.8,8.6,0.0,9.6,22.0,9.35,30682.56,80,30,2015-01-11 08:55:00,2015-01-11 18:27:00,2015-01-11,COIMBRA,40.206,-8.419,9.4,0.0,11.1,9.53,6,1,1,2015,0,False,134.0
2015-01-12,15.9,1.8,7.9,0.0,9.0,16.9,9.33,30770.0,85,0,2015-01-12 08:55:00,2015-01-12 18:28:00,2015-01-12,COIMBRA,40.206,-8.419,10.1,0.0,14.1,9.55,0,0,1,2015,0,False,157.0
2015-01-13,13.4,1.9,7.8,3.2,17.3,34.2,5.31,18473.9,90,75,2015-01-13 08:54:00,2015-01-13 18:29:00,2015-01-13,COIMBRA,40.206,-8.419,10.2,0.0,11.5,9.58,1,0,1,2015,0,False,163.0
2015-01-14,13.5,5.9,9.2,0.0,9.1,18.4,8.32,24596.85,90,73,2015-01-14 08:54:00,2015-01-14 18:30:00,2015-01-14,COIMBRA,40.206,-8.419,8.8,0.0,7.6,9.6,2,0,1,2015,0,False,160.0
2015-01-15,12.8,6.0,9.8,17.4,29.6,57.6,2.12,1250.71,93,88,2015-01-15 08:54:00,2015-01-15 18:31:00,2015-01-15,COIMBRA,40.206,-8.419,8.2,0.0,6.8,9.62,3,0,1,2015,0,False,162.0
2015-01-16,10.0,5.2,7.3,5.2,18.6,43.6,6.35,24009.79,87,60,2015-01-16 08:53:00,2015-01-16 18:33:00,2015-01-16,COIMBRA,40.206,-8.419,10.7,0.0,4.8,9.67,4,0,1,2015,0,False,161.0
2015-01-17,10.2,1.0,6.0,7.5,27.1,56.9,5.5,9096.51,89,83,2015-01-17 08:53:00,2015-01-17 18:34:00,2015-01-17,COIMBRA,40.206,-8.419,12.0,0.0,9.2,9.68,5,1,1,2015,0,False,146.0
2015-01-18,9.7,6.3,7.8,6.5,28.5,65.5,3.24,0.0,87,91,2015-01-18 08:53:00,2015-01-18 18:35:00,2015-01-18,COIMBRA,40.206,-8.419,10.2,0.0,3.4,9.7,6,1,1,2015,0,False,138.0
2015-01-19,10.2,3.0,6.4,0.0,25.1,47.9,10.27,28095.77,74,23,2015-01-19 08:52:00,2015-01-19 18:36:00,2015-01-19,COIMBRA,40.206,-8.419,11.6,0.0,7.2,9.73,0,0,1,2015,0,False,160.0
2015-01-20,9.9,3.8,6.8,1.5,20.0,43.9,7.49,29419.52,86,64,2015-01-20 08:51:00,2015-01-20 18:37:00,2015-01-20,COIMBRA,40.206,-8.419,11.2,0.0,6.1,9.77,1,0,1,2015,0,False,165.0
2015-01-21,10.0,1.0,5.8,2.0,24.7,56.5,5.64,23760.2,90,54,2015-01-21 08:51:00,2015-01-21 18:38:00,2015-01-21,COIMBRA,40.206,-8.419,12.2,0.0,9.0,9.78,2,0,1,2015,0,False,168.0
2015-01-22,10.5,5.6,8.1,0.0,17.3,33.5,3.99,16758.09,87,79,2015-01-22 08:50:00,2015-01-22 18:39:00,2015-01-22,COIMBRA,40.206,-8.419,9.9,0.0,4.9,9.82,3,0,1,2015,0,False,166.0
2015-01-23,13.6,7.9,10.0,0.0,12.3,29.2,8.74,31388.58,88,66,2015-01-23 08:50:00,2015-01-23 18:40:00,2015-01-23,COIMBRA,40.206,-8.419,8.0,0.0,5.7,9.83,4,0,1,2015,0,False,160.0
2015-01-24,14.3,2.9,8.0,0.0,11.7,24.8,10.68,30954.04,83,34,2015-01-24 08:49:00,2015-01-24 18:42:00,2015-01-24,COIMBRA,40.206,-8.419,10.0,0.0,11.4,9.88,5,1,1,2015,0,False,140.0
2015-01-25,15.2,1.5,7.5,0.0,9.9,22.3,11.01,31310.87,80,30,2015-01-25 08:48:00,2015-01-25 18:43:00,2015-01-25,COIMBRA,40.206,-8.419,10.5,0.0,13.7,9.92,6,1,1,2015,0,False,131.0
2015-01-26,14.5,1.5,7.2,0.0,12.8,25.9,11.45,31712.67,80,19,2015-01-26 08:47:00,2015-01-26 18:44:00,2015-01-26,COIMBRA,40.206,-8.419,10.8,0.0,13.0,9.95,0,0,1,2015,0,False,155.0
2015-01-27,15.4,1.2,7.6,0.0,11.4,23.8,11.38,32124.16,80,17,2015-01-27 08:47:00,2015-01-27 18:45:00,2015-01-27,COIMBRA,40.206,-8.419,10.4,0.0,14.2,9.97,1,0,1,2015,0,False,157.0
2015-01-28,13.2,3.0,8.0,0.0,19.7,43.6,11.52,31840.79,88,25,2015-01-28 08:46:00,2015-01-28 18:46:00,2015-01-28,COIMBRA,40.206,-8.419,10.0,0.0,10.2,10.0,2,0,1,2015,0,False,157.0
2015-01-29,13.1,8.9,11.3,5.2,24.7,46.4,2.57,2099.43,97,99,2015-01-29 08:45:00,2015-01-29 18:48:00,2015-01-29,COIMBRA,40.206,-8.419,6.7,0.0,4.2,10.05,3,0,1,2015,0,False,159.0
2015-01-30,13.3,12.4,12.8,12.0,32.9,63.4,1.79,0.0,98,100,2015-01-30 08:44:00,2015-01-30 18:49:00,2015-01-30,COIMBRA,40.206,-8.419,5.2,0.0,0.9,10.08,4,0,1,2015,0,False,159.0
2015-01-31,12.6,6.4,9.5,15.6,39.2,76.7,9.69,32662.87,86,61,2015-01-31 08:43:00,2015-01-31 18:50:00,2015-01-31,COIMBRA,40.206,-8.419,8.5,0.0,6.2,10.12,5,1,1,2015,0,False,139.0
2015-02-01,10.0,3.1,6.5,0.1,18.4,37.4,8.31,31985.41,82,44,2015-02-01 08:42:00,2015-02-01 18:51:00,2015-02-01,COIMBRA,40.206,-8.419,11.5,0.0,6.9,10.15,6,1,2,2015,0,False,132.0
2015-02-02,11.3,5.3,8.6,13.6,29.4,58.3,5.82,24108.63,92,83,2015-02-02 08:41:00,2015-02-02 18:53:00,2015-02-02,COIMBRA,40.206,-8.419,9.4,0.0,6.0,10.2,0,0,2,2015,0,False,159.0
2015-02-03,10.6,6.2,8.8,3.7,29.2,56.5,6.51,27833.39,89,78,2015-02-03 08:40:00,2015-02-03 18:54:00,2015-02-03,COIMBRA,40.206,-8.419,9.2,0.0,4.4,10.23,1,0,2,2015,0,False,162.0
2015-02-04,9.2,1.2,5.5,0.0,24.7,48.6,12.61,33535.01,77,13,2015-02-04 08:39:00,2015-02-04 18:55:00,2015-02-04,COIMBRA,40.206,-8.419,12.5,0.0,8.0,10.27,2,0,2,2015,0,False,162.0
2015-02-05,9.8,0.5,4.5,0.0,16.6,32.0,12.33,33091.46,73,18,2015-02-05 08:38:00,2015-02-05 18:56:00,2015-02-05,COIMBRA,40.206,-8.419,13.5,0.0,9.3,10.3,3,0,2,2015,0,False,164.0
2015-02-06,9.3,-0.5,4.3,0.7,13.0,34.6,8.8,33824.55,81,36,2015-02-06 08:37:00,2015-02-06 18:57:00,2015-02-06,COIMBRA,40.206,-8.419,13.7,0.0,9.8,10.33,4,0,2,2015,0,False,166.0
2015-02-07,10.7,-2.1,3.9,0.0,13.2,27.0,12.4,32993.4,71,25,2015-02-07 08:36:00,2015-02-07 18:59:00,2015-02-07,COIMBRA,40.206,-8.419,14.1,0.0,12.8,10.38,5,1,2,2015,0,False,148.0
2015-02-08,11.5,-0.8,4.9,0.0,13.8,28.8,13.55,34116.3,68,0,2015-02-08 08:35:00,2015-02-08 19:00:00,2015-02-08,COIMBRA,40.206,-8.419,13.1,0.0,12.3,10.42,6,1,2,2015,0,False,139.0
2015-02-09,13.3,2.5,6.9,0.0,18.6,38.5,13.76,34262.96,61,11,2015-02-09 08:34:00,2015-02-09 19:01:00,2015-02-09,COIMBRA,40.206,-8.419,11.1,0.0,10.8,10.45,0,0,2,2015,0,False,162.0
2015-02-10,13.8,3.5,7.9,0.0,17.7,37.1,12.63,33354.93,72,51,2015-02-10 08:33:00,2015-02-10 19:02:00,2015-02-10,COIMBRA,40.206,-8.419,10.1,0.0,10.3,10.48,1,0,2,2015,0,False,165.0
2015-02-11,11.5,6.7,8.7,3.2,8.7,19.4,5.5,7003.25,82,99,2015-02-11 08:32:00,2015-02-11 19:03:00,2015-02-11,COIMBRA,40.206,-8.419,9.3,0.0,4.8,10.52,2,0,2,2015,0,False,163.0
2015-02-12,13.9,3.0,8.5,0.0,12.3,25.9,11.02,34652.84,83,55,2015-02-12 08:30:00,2015-02-12 19:05:00,2015-02-12,COIMBRA,40.206,-8.419,9.5,0.0,10.9,10.58,3,0,2,2015,0,False,160.0
2015-02-13,12.6,5.7,9.3,0.9,22.3,38.2,4.95,11481.86,91,83,2015-02-13 08:29:00,2015-02-13 19:06:00,2015-02-13,COIMBRA,40.206,-8.419,8.7,0.0,6.9,10.62,4,0,2,2015,0,False,161.0
2015-02-14,12.7,6.9,10.4,5.5,24.4,58.0,5.59,9660.49,91,97,2015-02-14 08:28:00,2015-02-14 19:07:00,2015-02-14,COIMBRA,40.206,-8.419,7.6,0.0,5.8,10.65,5,1,2,2015,0,False,142.0
2015-02-15,13.4,8.9,11.3,2.2,23.8,46.4,9.08,33900.39,87,83,2015-02-15 08:27:00,2015-02-15 19:08:00,2015-02-15,COIMBRA,40.206,-8.419,6.7,0.0,4.5,10.68,6,1,2,2015,0,False,131.0
2015-02-16,13.5,5.7,9.2,0.0,22.6,44.6,8.59,22091.15,88,70,2015-02-16 08:25:00,2015-02-16 19:09:00,2015-02-16,COIMBRA,40.206,-8.419,8.8,0.0,7.8,10.73,0,0,2,2015,0,False,146.0
2015-02-17,14.0,4.6,8.8,0.0,24.3,53.6,15.0,35118.04,62,1,2015-02-17 08:24:00,2015-02-17 19:10:00,2015-02-17,COIMBRA,40.206,-8.419,9.2,0.0,9.4,10.77,1,0,2,2015,0,False,133.0
2015-02-18,13.9,4.2,8.5,0.0,18.4,37.1,15.19,35251.66,60,8,2015-02-18 08:23:00,2015-02-18 19:12:00,2015-02-18,COIMBRA,40.206,-8.419,9.5,0.0,9.7,10.82,2,0,2,2015,0,False,154.0
2015-02-19,15.8,4.3,9.4,0.0,12.4,26.6,14.17,35395.82,72,47,2015-02-19 08:21:00,2015-02-19 19:13:00,2015-02-19,COIMBRA,40.206,-8.419,8.6,0.0,11.5,10.87,3,0,2,2015,0,False,154.0
2015-02-20,13.3,5.4,9.2,1.4,13.5,28.1,7.21,18265.57,81,93,2015-02-20 08:20:00,2015-02-20 19:14:00,2015-02-20,COIMBRA,40.206,-8.419,8.8,0.0,7.9,10.9,4,0,2,2015,0,False,157.0
2015-02-21,12.4,7.6,10.8,2.9,27.2,52.6,12.1,35327.91,84,52,2015-02-21 08:19:00,2015-02-21 19:15:00,2015-02-21,COIMBRA,40.206,-8.419,7.2,0.0,4.8,10.93,5,1,2,2015,0,False,136.0
2015-02-22,13.0,4.4,8.9,0.0,14.3,34.2,9.8,23007.74,85,55,2015-02-22 08:17:00,2015-02-22 19:16:00,2015-02-22,COIMBRA,40.206,-8.419,9.1,0.0,8.6,10.98,6,1,2,2015,0,False,128.0
2015-02-23,12.7,8.3,10.9,2.0,24.7,47.5,5.67,15652.09,90,76,2015-02-23 08:16:00,2015-02-23 19:17:00,2015-02-23,COIMBRA,40.206,-8.419,7.1,0.0,4.4,11.02,0,0,2,2015,0,False,152.0
2015-02-24,12.1,6.8,9.1,0.9,26.8,53.3,11.69,35546.35,78,43,2015-02-24 08:14:00,2015-02-24 19:19:00,2015-02-24,COIMBRA,40.206,-8.419,8.9,0.0,5.3,11.08,1,0,2,2015,0,False,156.0
2015-02-25,12.7,5.7,9.0,0.0,23.3,47.5,10.05,34469.11,83,50,2015-02-25 08:13:00,2015-02-25 19:20:00,2015-02-25,COIMBRA,40.206,-8.419,9.0,0.0,7.0,11.12,2,0,2,2015,0,False,156.0
2015-02-26,12.8,7.5,9.9,0.0,21.9,40.7,8.12,21047.64,89,90,2015-02-26 08:11:00,2015-02-26 19:21:00,2015-02-26,COIMBRA,40.206,-8.419,8.1,0.0,5.3,11.17,3,0,2,2015,0,False,155.0
2015-02-27,12.5,7.2,9.9,0.3,21.7,39.2,11.46,34533.3,85,64,2015-02-27 08:10:00,2015-02-27 19:22:00,2015-02-27,COIMBRA,40.206,-8.419,8.1,0.0,5.3,11.2,4,0,2,2015,0,False,150.0
2015-02-28,13.4,6.3,10.3,1.1,14.3,27.4,4.37,131.61,91,97,2015-02-28 08:09:00,2015-02-28 19:23:00,2015-02-28,COIMBRA,40.206,-8.419,7.7,0.0,7.1,11.23,5,1,2,2015,0,False,135.0
2015-03-01,14.3,9.4,12.0,0.1,11.3,23.0,5.31,2227.29,94,98,2015-03-01 08:07:00,2015-03-01 19:24:00,2015-03-01,COIMBRA,40.206,-8.419,6.0,0.0,4.9,11.28,6,1,3,2015,0,False,125.0
2015-03-02,14.8,11.6,12.8,0.4,7.8,18.7,7.07,8628.4,91,99,2015-03-02 08:06:00,2015-03-02 19:25:00,2015-03-02,COIMBRA,40.206,-8.419,5.2,0.0,3.2,11.32,0,0,3,2015,0,False,147.0
2015-03-03,16.4,9.7,12.7,0.3,12.3,29.2,10.15,33664.55,90,96,2015-03-03 08:04:00,2015-03-03 19:26:00,2015-03-03,COIMBRA,40.206,-8.419,5.3,0.0,6.7,11.37,1,0,3,2015,0,False,147.0
2015-03-04,18.8,10.2,13.6,0.0,18.3,36.4,17.58,36712.47,74,43,2015-03-04 08:03:00,2015-03-04 19:28:00,2015-03-04,COIMBRA,40.206,-8.419,4.4,0.0,8.6,11.42,2,0,3,2015,0,False,144.0
2015-03-05,17.4,6.7,11.5,0.0,24.5,44.3,18.47,37892.89,50,15,2015-03-05 08:01:00,2015-03-05 19:29:00,2015-03-05,COIMBRA,40.206,-8.419,6.5,0.0,10.7,11.47,3,0,3,2015,0,False,144.0
2015-03-06,19.7,4.5,11.4,0.0,12.7,26.6,18.59,37994.5,61,0,2015-03-06 08:00:00,2015-03-06 19:30:00,2015-03-06,COIMBRA,40.206,-8.419,6.6,0.0,15.2,11.5,4,0,3,2015,0,False,142.0
2015-03-07,22.0,3.9,12.5,0.0,10.1,18.7,18.66,38088.72,66,0,2015-03-07 07:58:00,2015-03-07 19:31:00,2015-03-07,COIMBRA,40.206,-8.419,5.5,0.0,18.1,11.55,5,1,3,2015,0,False,124.0
2015-03-08,22.2,6.4,13.8,0.0,14.0,26.6,18.87,38220.28,68,0,2015-03-08 07:56:00,2015-03-08 19:32:00,2015-03-08,COIMBRA,40.206,-8.419,4.2,0.0,15.8,11.6,6,1,3,2015,0,False,114.0
2015-03-09,21.3,4.3,13.2,0.0,10.0,23.0,18.66,38362.57,74,0,2015-03-09 07:55:00,2015-03-09 19:33:00,2015-03-09,COIMBRA,40.206,-8.419,4.8,0.0,17.0,11.63,0,0,3,2015,0,False,135.0
2015-03-10,19.2,7.5,12.6,0.0,9.5,22.0,18.55,38416.32,81,26,2015-03-10 07:53:00,2015-03-10 19:34:00,2015-03-10,COIMBRA,40.206,-8.419,5.4,0.0,11.7,11.68,1,0,3,2015,0,False,139.0
2015-03-11,17.8,8.2,11.6,0.0,12.5,28.4,17.63,37123.99,87,72,2015-03-11 07:52:00,2015-03-11 19:35:00,2015-03-11,COIMBRA,40.206,-8.419,6.4,0.0,9.6,11.72,2,0,3,2015,0,False,140.0
2015-03-12,13.8,7.0,9.9,0.0,16.2,32.8,12.39,22663.5,87,100,2015-03-12 07:50:00,2015-03-12 19:36:00,2015-03-12,COIMBRA,40.206,-8.419,8.1,0.0,6.8,11.77,3,0,3,2015,0,False,142.0
2015-03-13,18.2,6.5,11.6,0.0,17.8,40.7,19.21,38478.89,77,25,2015-03-13 07:48:00,2015-03-13 19:37:00,2015-03-13,COIMBRA,40.206,-8.419,6.4,0.0,11.7,11.82,4,0,3,2015,0,False,140.0
2015-03-14,16.1,2.6,9.9,0.0,15.6,34.2,20.19,39139.44,65,3,2015-03-14 07:47:00,2015-03-14 19:38:00,2015-03-14,COIMBRA,40.206,-8.419,8.1,0.0,13.5,11.85,5,1,3,2015,0,False,123.0
2015-03-15,16.6,1.9,9.6,0.0,14.3,28.1,20.22,39253.43,68,1,2015-03-15 07:45:00,2015-03-15 19:39:00,2015-03-15,COIMBRA,40.206,-8.419,8.4,0.0,14.7,11.9,6,1,3,2015,0,False,115.0
2015-03-16,17.7,1.0,9.5,0.0,13.6,31.0,20.45,39442.49,71,12,2015-03-16 07:43:00,2015-03-16 19:40:00,2015-03-16,COIMBRA,40.206,-8.419,8.5,0.0,16.7,11.95,0,0,3,2015,0,False,135.0
2015-03-17,11.8,4.9,8.5,4.4,18.5,43.9,8.41,10037.21,83,88,2015-03-17 07:42:00,2015-03-17 19:42:00,2015-03-17,COIMBRA,40.206,-8.419,9.5,0.0,6.9,12.0,1,0,3,2015,0,False,144.0
2015-03-18,15.9,6.1,10.5,8.0,8.7,35.3,16.6,38937.07,83,64,2015-03-18 07:40:00,2015-03-18 19:43:00,2015-03-18,COIMBRA,40.206,-8.419,7.5,0.0,9.8,12.05,2,0,3,2015,0,False,143.0
2015-03-19,17.8,3.5,10.7,0.1,15.6,32.4,17.42,39260.64,71,26,2015-03-19 07:39:00,2015-03-19 19:44:00,2015-03-19,COIMBRA,40.206,-8.419,7.3,0.0,14.3,12.08,3,0,3,2015,0,False,140.0
2015-03-20,21.0,10.4,14.7,0.1,19.4,39.2,17.39,35974.13,64,49,2015-03-20 07:37:00,2015-03-20 19:45:00,2015-03-20,COIMBRA,40.206,-8.419,3.3,0.0,10.6,12.13,4,0,3,2015,0,False,139.0
2015-03-21,17.8,9.9,13.3,0.2,13.2,28.1,15.3,36683.43,68,72,2015-03-21 07:35:00,2015-03-21 19:46:00,2015-03-21,COIMBRA,40.206,-8.419,4.7,0.0,7.9,12.18,5,1,3,2015,0,False,123.0
2015-03-22,16.0,8.7,12.4,0.4,18.4,40.3,13.82,38428.05,68,59,2015-03-22 07:34:00,2015-03-22 19:47:00,2015-03-22,COIMBRA,40.206,-8.419,5.6,0.0,7.3,12.22,6,1,3,2015,0,False,115.0
2015-03-23,14.0,4.3,9.4,0.1,30.4,59.4,19.83,40866.09,70,20,2015-03-23 07:32:00,2015-03-23 19:48:00,2015-03-23,COIMBRA,40.206,-8.419,8.6,0.0,9.7,12.27,0,0,3,2015,0,False,138.0
2015-03-24,16.8,7.3,11.3,0.0,26.6,52.6,15.12,37448.9,64,62,2015-03-24 07:31:00,2015-03-24 19:49:00,2015-03-24,COIMBRA,40.206,-8.419,6.7,0.0,9.5,12.3,1,0,3,2015,0,False,142.0
2015-03-25,13.2,4.2,9.2,0.0,25.7,50.4,18.14,41026.42,63,30,2015-03-25 07:29:00,2015-03-25 19:50:00,2015-03-25,COIMBRA,40.206,-8.419,8.8,0.0,9.0,12.35,2,0,3,2015,0,False,143.0
2015-03-26,14.3,5.2,10.2,0.6,23.0,45.0,8.55,22282.0,83,82,2015-03-26 07:27:00,2015-03-26 19:51:00,2015-03-26,COIMBRA,40.206,-8.419,7.8,0.0,9.1,12.4,3,0,3,2015,0,False,145.0
2015-03-27,18.2,9.7,13.2,0.0,19.0,38.2,17.02,33837.24,86,64,2015-03-27 07:26:00,2015-03-27 19:52:00,2015-03-27,COIMBRA,40.206,-8.419,4.8,0.0,8.5,12.43,4,0,3,2015,0,False,140.0
2015-03-28,18.8,7.3,12.0,0.0,19.8,38.2,19.31,35909.84,85,49,2015-03-28 07:24:00,2015-03-28 19:53:00,2015-03-28,COIMBRA,40.206,-8.419,6.0,0.0,11.5,12.48,5,1,3,2015,0,False,123.0
2015-03-29,17.9,7.0,11.5,0.0,18.7,40.7,19.45,36428.13,85,74,2015-03-29 07:22:00,2015-03-29 19:54:00,2015-03-29,COIMBRA,40.206,-8.419,6.5,0.0,10.9,12.53,6,1,3,2015,0,False,108.0
2015-03-30,19.0,7.0,11.8,0.0,16.8,37.1,19.77,33848.39,85,47,2015-03-30 07:21:00,2015-03-30 19:55:00,2015-03-30,COIMBRA,40.206,-8.419,6.2,0.0,12.0,12.57,0,0,3,2015,0,True,133.0
2015-03-31,21.2,8.7,13.5,0.0,19.0,40.7,21.38,38249.17,81,35,2015-03-31 07:19:00,2015-03-31 19:56:00,2015-03-31,COIMBRA,40.206,-8.419,4.5,0.0,12.5,12.62,1,0,3,2015,0,True,134.0
2015-04-01,25.7,7.1,16.2,0.0,15.9,34.2,23.64,42047.44,63,5,2015-04-01 07:18:00,2015-04-01 19:57:00,2015-04-01,COIMBRA,40.206,-8.419,1.8,0.0,18.6,12.65,2,0,4,2015,0,True,133.0
2015-04-02,26.1,10.5,18.1,0.0,14.9,32.0,21.58,38108.63,48,82,2015-04-02 07:16:00,2015-04-02 19:58:00,2015-04-02,COIMBRA,40.206,-8.419,0.0,0.0,15.6,12.7,3,0,4,2015,0,True,129.0
2015-04-03,24.9,10.9,18.2,0.0,10.6,22.0,13.78,22040.35,57,99,2015-04-03 07:14:00,2015-04-03 19:59:00,2015-04-03,COIMBRA,40.206,-8.419,0.0,0.0,14.0,12.75,4,0,4,2015,0,True,113.0
2015-04-04,26.1,9.8,18.2,0.0,16.3,35.3,24.11,42206.52,53,30,2015-04-04 07:13:00,2015-04-04 20:00:00,2015-04-04,COIMBRA,40.206,-8.419,0.0,0.0,16.3,12.78,5,1,4,2015,0,True,109.0
2015-04-05,25.9,11.0,17.2,0.6,11.9,33.1,22.19,42579.0,54,25,2015-04-05 07:11:00,2015-04-05 20:01:00,2015-04-05,COIMBRA,40.206,-8.419,0.8,0.0,14.9,12.83,6,1,4,2015,0,True,98.0
2015-04-06,22.9,10.8,16.2,2.8,12.8,31.3,18.49,30495.63,76,75,2015-04-06 07:09:00,2015-04-06 20:02:00,2015-04-06,COIMBRA,40.206,-8.419,1.8,0.0,12.1,12.88,0,0,4,2015,0,True,113.0
2015-04-07,23.8,11.1,17.6,0.0,18.2,40.3,23.51,42742.36,60,64,2015-04-07 07:08:00,2015-04-07 20:03:00,2015-04-07,COIMBRA,40.206,-8.419,0.4,0.0,12.7,12.92,1,0,4,2015,0,True,127.0
2015-04-08,19.6,12.2,15.7,2.5,21.2,42.1,14.66,27432.99,52,81,2015-04-08 07:06:00,2015-04-08 20:04:00,2015-04-08,COIMBRA,40.206,-8.419,2.3,0.0,7.4,12.97,2,0,4,2015,0,True,132.0
2015-04-09,17.4,11.0,13.7,6.6,12.0,29.9,12.76,37180.62,80,90,2015-04-09 07:05:00,2015-04-09 20:05:00,2015-04-09,COIMBRA,40.206,-8.419,4.3,0.0,6.4,13.0,3,0,4,2015,0,True,132.0
2015-04-10,17.7,9.2,13.2,3.4,11.7,30.6,16.94,42026.47,86,57,2015-04-10 07:03:00,2015-04-10 20:06:00,2015-04-10,COIMBRA,40.206,-8.419,4.8,0.0,8.5,13.05,4,0,4,2015,0,True,131.0
2015-04-11,21.3,8.5,14.0,0.0,18.4,40.7,23.15,42085.49,79,32,2015-04-11 07:02:00,2015-04-11 20:07:00,2015-04-11,COIMBRA,40.206,-8.419,4.0,0.0,12.8,13.08,5,1,4,2015,0,True,114.0
2015-04-12,23.5,8.1,16.4,0.0,15.8,34.2,22.45,44088.24,66,11,2015-04-12 07:00:00,2015-04-12 20:08:00,2015-04-12,COIMBRA,40.206,-8.419,1.6,0.0,15.4,13.13,6,1,4,2015,0,True,106.0
2015-04-13,24.8,10.1,17.3,0.0,14.4,33.1,24.42,44236.2,61,6,2015-04-13 06:59:00,2015-04-13 20:09:00,2015-04-13,COIMBRA,40.206,-8.419,0.7,0.0,14.7,13.17,0,0,4,2015,0,True,126.0
2015-04-14,23.6,11.4,17.5,1.3,19.3,38.5,13.68,25090.33,59,87,2015-04-14 06:57:00,2015-04-14 20:10:00,2015-04-14,COIMBRA,40.206,-8.419,0.5,0.0,12.2,13.22,1,0,4,2015,0,True,129.0
2015-04-15,19.2,11.9,14.8,8.4,12.0,31.3,16.94,36348.59,84,76,2015-04-15 06:56:00,2015-04-15 20:11:00,2015-04-15,COIMBRA,40.206,-8.419,3.2,0.0,7.3,13.25,2,0,4,2015,0,True,132.0
2015-04-16,17.5,10.4,13.9,0.9,16.7,34.2,13.71,33823.48,86,93,2015-04-16 06:54:00,2015-04-16 20:12:00,2015-04-16,COIMBRA,40.206,-8.419,4.1,0.0,7.1,13.3,3,0,4,2015,0,True,132.0
2015-04-17,16.9,10.7,13.6,0.4,16.4,35.3,18.99,39233.02,79,90,2015-04-17 06:53:00,2015-04-17 20:13:00,2015-04-17,COIMBRA,40.206,-8.419,4.4,0.0,6.2,13.33,4,0,4,2015,0,True,132.0
2015-04-18,15.6,8.8,12.1,5.2,21.3,45.0,17.09,44203.35,86,54,2015-04-18 06:51:00,2015-04-18 20:14:00,2015-04-18,COIMBRA,40.206,-8.419,5.9,0.0,6.8,13.38,5,1,4,2015,0,True,117.0
2015-04-19,17.5,10.1,12.9,0.0,14.5,31.7,19.6,40955.85,76,73,2015-04-19 06:50:00,2015-04-19 20:15:00,2015-04-19,COIMBRA,40.206,-8.419,5.1,0.0,7.4,13.42,6,1,4,2015,0,True,108.0
