date,tmean_c_mean,tmean_c_min,tmean_c_max,tmean_c_std,tmax_c_mean,tmin_c_mean,hdd18_mean,cdd22_mean,amp_termica_mean,precip_mm_mean,rad_solar_mean,sunshine_h_mean,humidade_relativa_mean,nebulosidade_media_mean,wind_speed_max_mean,wind_gusts_max_mean,day_length_h_mean,n_zones,consumo_gwh,dow,is_weekend,month,year
2016-09-04,10.866,7.0,14.6,1.4794662578657436,13.024000000000001,8.95,7.1339999999999995,0.0,4.074,0.56,10.290799999999999,5.9282268333333334,79.04,68.02,17.886,35.778,13.0266,50,125.0,6,1,9,2016
2016-09-05,13.225999999999999,11.2,14.8,0.717652067366853,15.464,11.57,4.774,0.0,3.894,17.852,12.725999999999999,6.227681888888888,86.02,86.82,25.288,49.553999999999995,14.2044,50,131.0,0,0,9,2016
2016-09-06,19.98,18.2,27.0,1.8424695051888975,23.954,16.524,0.0,0.27,7.43,0.044000000000000004,28.327600000000004,13.03905088888889,74.66,61.3,21.726,39.514,14.9368,50,136.0,1,0,9,2016
2016-09-07,23.1,19.2,30.2,2.139616597354178,29.331999999999997,17.688,0.0,1.3619999999999999,11.644,0.0,29.677,13.696177277777776,65.44,0.64,22.311999999999998,41.733999999999995,14.8366,50,128.0,2,0,9,2016
2016-09-08,26.088,21.3,30.4,1.7834431271434192,31.374000000000002,21.104,0.0,4.102,10.27,0.0,26.893,12.885897444444446,53.02,12.04,25.098000000000003,46.288000000000004,13.959200000000001,50,143.0,3,0,9,2016
2016-09-09,19.555999999999997,18.2,23.1,0.9827408569082361,24.854,15.235999999999999,0.0,0.022000000000000002,9.618,0.0,22.718000000000004,11.753136,70.84,10.72,22.43,42.986000000000004,12.7058,50,140.0,4,0,9,2016
2016-09-10,17.386,16.0,20.1,0.6809387278018545,22.54,13.475999999999999,0.68,0.0,9.064,0.0,16.0476,10.421306222222222,78.1,24.18,16.174,32.096,11.413,50,110.0,5,1,9,2016
2016-09-11,14.515999999999998,10.7,16.8,1.6878146720973066,16.052,12.15,3.484,0.0,3.9019999999999997,5.718,5.356999999999999,3.712855777777778,77.9,89.34,24.574,45.7,10.170399999999999,50,142.0,6,1,9,2016
2016-09-12,13.022,8.2,16.2,2.1509646625623198,17.252,10.144,4.978,0.0,7.108,0.0,8.8466,8.379093222222222,77.34,16.26,20.934,39.246,9.4132,50,138.0,0,0,9,2016
2016-10-01,13.745999999999999,10.2,16.4,1.8133529660801944,14.735999999999999,12.954,4.254,0.0,1.7819999999999998,29.752000000000002,3.6186000000000003,3.521990666666667,87.48,97.92,41.4,79.622,9.536,50,128.0,5,1,10,2016
2016-10-02,13.68,10.6,15.9,1.3853460482743614,14.806,12.574000000000002,4.32,0.0,2.2319999999999998,11.517999999999999,3.5572,1.0070889444444444,93.08,99.34,26.954,55.266000000000005,10.4948,50,150.0,6,1,10,2016
2016-10-03,10.356,5.5,12.5,1.5139029165756728,14.017999999999999,7.622000000000001,7.644,0.0,6.396,0.0,16.268,10.621920888888889,67.94,31.8,26.448,50.332,11.7198,50,152.0,0,0,10,2016
2016-10-04,10.354000000000001,6.6,13.6,1.665766968047072,12.488,8.792,7.646,0.0,3.696,11.475999999999999,15.3872,9.371205055555556,78.3,71.82,31.494,64.694,13.0704,50,120.0,1,0,10,2016
2016-10-05,12.645999999999999,9.6,14.8,1.2041103075105126,15.235999999999999,10.845999999999998,5.354,0.0,4.39,15.4,13.5106,7.011488444444444,81.86,77.78,24.592,48.742,14.238399999999999,50,136.0,2,0,10,2016
2016-10-06,18.088,16.4,22.2,1.142435636556156,20.87,15.634,0.386,0.004,5.236000000000001,0.22200000000000003,24.011999999999997,11.838844555555557,76.16,76.62,25.221999999999998,47.65,14.9496,50,115.0,3,0,10,2016
2016-10-07,21.48,19.0,28.8,2.076594543467546,26.176,17.858,0.0,0.528,8.318,0.0,28.74,13.500373333333332,72.76,15.76,25.028000000000002,47.286,14.8168,50,117.0,4,0,10,2016
2016-10-08,25.092,21.1,27.3,1.3432886844591216,30.938000000000002,19.616,0.0,3.11,11.322000000000001,0.0,27.3198,12.869025833333332,46.18,2.68,22.491999999999997,43.992,13.9246,50,140.0,5,1,10,2016
2016-10-09,20.658,19.2,24.6,1.0935973217052137,25.872,16.766,0.0,0.114,9.106,0.0,20.8108,11.366158777777777,78.5,34.46,19.227999999999998,38.234,12.6654,50,123.0,6,1,10,2016
2016-10-10,16.98,15.4,19.1,0.6806359571183769,22.62,12.894,1.044,0.0,9.726,0.0,16.4418,10.412584222222222,77.9,29.52,13.84,26.732,11.3676,50,130.0,0,0,10,2016
2016-10-11,12.765999999999998,8.5,15.8,2.0868499843407182,15.815999999999999,9.846,5.234,0.0,5.97,0.034,8.559800000000001,8.124994388888888,81.32,47.76,11.42,23.651999999999997,10.1366,50,142.0,1,0,10,2016
2016-10-12,13.675999999999998,9.0,16.1,1.9801628463232976,17.174,11.3,4.324,0.0,5.874,0.0,6.680599999999999,7.680984277777778,84.66,70.9,18.242,33.588,9.4012,50,127.0,2,0,10,2016
2016-11-01,12.027999999999999,7.8,15.6,1.9772213031506247,13.84,10.427999999999999,5.9719999999999995,0.0,3.412,8.438,7.0812,8.117500388888889,75.66,75.2,33.376,68.26,9.5562,50,148.0,1,0,11,2016
2016-11-02,13.838,11.1,16.1,1.1771445908447706,15.386,12.71,4.162,0.0,2.676,7.602,8.8016,7.8272759999999995,90.92,80.34,24.842,46.972,10.534600000000001,50,150.0,2,0,11,2016
2016-11-03,10.474,6.3,12.9,1.535672424678638,15.352,6.154,7.526,0.0,9.198,0.0,19.5672,10.768028999999999,70.22,3.54,19.817999999999998,36.864000000000004,11.7642,50,148.0,3,0,11,2016
2016-11-04,10.408,7.3,13.3,1.5622903124605758,13.254000000000001,7.4879999999999995,7.5920000000000005,0.0,5.766,6.482,19.0002,12.041008944444446,74.92,45.88,29.194000000000003,60.891999999999996,13.1144,50,142.0,4,0,11,2016
2016-11-05,12.602,10.0,14.8,0.9881935694044186,15.12,10.546,5.398,0.0,4.574,11.376,12.3806,6.007524666666667,85.36,79.92,19.42,41.188,14.270199999999999,50,137.0,5,1,11,2016
2016-11-06,17.89,15.7,21.8,1.2560465999414552,21.822,14.276,0.552,0.0,7.546,0.0,30.0022,13.761609,71.86,24.54,20.202,39.632,14.957799999999999,50,112.0,6,1,11,2016
2016-11-07,19.91,18.1,28.1,2.0082737027870783,24.828000000000003,16.094,0.0,0.3,8.734,0.0,28.795,13.562826888888889,70.5,19.46,26.614,49.964,14.799000000000001,50,138.0,0,0,11,2016
2016-11-08,25.916,22.2,29.2,1.4740420618150623,31.526,20.37,0.0,3.9160000000000004,11.155999999999999,0.0,27.2742,12.842719166666665,42.0,0.04,21.668000000000003,42.4,13.8874,50,140.0,1,0,11,2016
2016-11-09,21.478,19.2,25.4,1.455501877115146,26.651999999999997,17.914,0.0,0.392,8.738,0.0,20.472,10.949314055555556,78.0,35.58,15.655999999999999,31.618,12.624,50,115.0,2,0,11,2016
2016-11-10,16.608,13.9,18.8,1.2183696031155395,19.702,14.32,1.4140000000000001,0.0,5.382000000000001,6.92,11.1438,7.8502225,80.78,83.1,19.802,37.02,11.326199999999998,50,134.0,3,0,11,2016
2016-11-11,12.948,9.8,15.6,1.6235813273533946,16.274,9.392000000000001,5.052,0.0,6.882000000000001,0.222,6.8778,4.564486777777778,86.28,74.02,9.17,17.694000000000003,10.1044,50,140.0,4,0,11,2016
2016-11-12,12.73,8.4,15.1,1.751762960388121,16.98,9.95,5.27,0.0,7.03,0.0,8.134400000000001,8.226590277777778,88.0,24.9,10.97,20.412,9.3908,50,120.0,5,1,11,2016
2016-12-01,10.648,6.9,13.6,1.9161227858914065,12.974,8.338,7.352,0.0,4.636,1.75,7.441,8.247596111111111,80.18,58.88,10.38,23.654,9.5764,50,151.0,3,0,12,2016
2016-12-02,14.27,11.9,15.7,0.9777629611328427,15.008,12.878,3.73,0.0,2.13,27.864,1.7384,0.1089715,95.6,99.26,30.252,54.906000000000006,10.5746,50,154.0,4,0,12,2016
2016-12-03,10.4,7.2,13.6,1.474407525421791,16.032,5.33,7.6,0.0,10.702,0.0,19.844,10.789392,72.2,32.52,14.015999999999998,26.158,11.8076,50,130.0,5,1,12,2016
2016-12-04,11.505999999999998,8.6,14.7,1.435328306325342,14.126,9.646,6.494,0.0,4.48,14.99,17.5618,11.159352111111112,82.74,58.8,29.234,61.412,13.1568,50,145.0,6,1,12,2016
2016-12-05,12.902000000000001,10.5,15.0,1.0539507791628409,15.276,10.927999999999999,5.098,0.0,4.348,5.182,18.4572,11.000392666666666,85.72,76.56,20.39,38.466,14.302999999999999,50,135.0,0,0,12,2016
2016-12-06,19.468,17.6,23.8,1.2722212617212114,23.401999999999997,15.716,0.02,0.05,7.686,0.064,26.2084,12.2024665,79.34,63.78,17.92,35.454,14.967,50,108.0,1,0,12,2016
2016-12-07,19.45,17.7,25.9,1.5652149881673358,24.011999999999997,15.548,0.006,0.158,8.464,0.0,30.1302,13.636993277777778,63.06,10.74,28.881999999999998,53.128,14.781199999999998,50,140.0,2,0,12,2016
2016-12-08,26.375999999999998,22.4,30.0,1.4461151335878608,32.104,21.454,0.0,4.376,10.65,0.0,27.039,12.821835777777778,43.06,0.0,19.22,36.504,13.8478,50,140.0,3,0,12,2016
2016-12-09,20.97,18.9,24.8,1.1005100858145702,25.846,16.554000000000002,0.0,0.14,9.292,0.0,20.483,11.240444055555557,77.22,36.5,15.818,35.516,12.581199999999999,50,138.0,4,0,12,2016
2016-12-10,16.172,13.9,18.7,1.0838404883014991,18.072,14.27,1.8419999999999999,0.0,3.802,13.45,9.3464,5.907587888888888,89.56,86.14,16.164,36.416,11.2852,50,134.0,5,1,12,2016
2016-12-11,15.044,12.7,16.7,0.9495777794281381,17.608,12.798,2.9560000000000004,0.0,4.81,5.474,6.1026,4.789928944444444,89.62,90.08,11.732000000000001,25.768,10.0732,50,125.0,6,1,12,2016
2016-12-12,11.294,8.5,14.0,1.420320458235265,16.042,7.622000000000001,6.706,0.0,8.42,0.0,7.917000000000001,7.883057777777777,90.06,25.36,9.357999999999999,17.134,9.3796,50,145.0,0,0,12,2016
2017-01-01,8.296,3.7,13.0,2.106351909664418,12.815999999999999,3.946,9.704,0.0,8.87,0.44799999999999995,7.197,6.682487388888888,82.18,53.86,16.464000000000002,30.276,9.4032,50,118.0,6,1,1,2017
2017-01-02,11.692,9.4,13.6,0.9082029800992863,14.088,8.434,6.308,0.0,5.654,2.7060000000000004,7.1224,5.7403487222222225,84.72,86.12,27.57,51.464,10.1844,50,157.0,0,0,1,2017
2017-01-03,11.642000000000001,9.1,12.9,0.9060094156378784,14.558,8.932,6.358,0.0,5.626,0.99,8.7544,6.4562335555555554,88.24,70.54,14.456,30.055999999999997,11.315199999999999,50,145.0,1,0,1,2017
2017-01-04,12.53,9.7,14.9,1.3060690358976488,16.012,9.677999999999999,5.47,0.0,6.334,0.14400000000000002,19.3078,11.04222611111111,75.28,59.8,19.636,39.571999999999996,12.6744,50,121.0,2,0,1,2017
2017-01-05,12.842,9.6,15.2,1.441100769749093,17.498,8.2,5.1579999999999995,0.0,9.298,0.0,25.5638,12.794511388888889,64.66,23.42,16.206,34.574,13.908399999999999,50,106.0,3,0,1,2017
2017-01-06,18.664,16.4,24.1,1.7966817487029945,23.384,15.148,0.336,0.1,8.236,0.0,28.044,12.965931944444444,80.0,34.72,21.28,43.598,14.815,50,137.0,4,0,1,2017
2017-01-07,18.252,15.9,22.5,1.663073132756933,23.956,13.095999999999998,0.5539999999999999,0.024,10.86,0.0,30.7444,13.830527666666667,57.36,1.0,27.478,53.742,14.9496,50,120.0,5,1,1,2017
2017-01-08,19.24,17.1,24.9,1.638441270207256,24.178,14.968,0.08199999999999999,0.106,9.21,0.0,27.0804,12.970228777777777,70.74,45.96,20.851999999999997,43.596000000000004,14.246400000000001,50,137.0,6,1,1,2017
2017-01-09,21.144000000000002,18.6,26.2,1.8054520605258793,27.408,16.285999999999998,0.0,0.41,11.122,0.0,23.6396,12.106786222222222,59.64,0.4,24.941999999999997,47.916000000000004,13.058,50,134.0,0,0,1,2017
2017-01-10,20.531999999999996,18.1,23.9,1.6352544581370638,27.416,15.968,0.0,0.176,11.448,0.0,17.094,10.773038666666666,67.38,73.02,22.338,43.424,11.7682,50,115.0,1,0,1,2017
2017-01-11,16.886,14.3,20.1,1.212689707439876,21.31,13.514000000000001,1.206,0.0,7.796,0.518,7.539,4.9087935555555555,77.86,92.52,20.785999999999998,41.178000000000004,10.474,50,115.0,2,0,1,2017
2017-01-12,8.204,4.2,11.4,1.846116718621959,13.01,4.466,9.796,0.0,8.544,0.01,8.5642,8.253006888888889,72.6,10.34,20.991999999999997,41.998000000000005,9.552,50,137.0,3,0,1,2017
2017-02-01,11.415999999999999,7.1,15.9,2.0498242831610556,13.244000000000002,9.452,6.584,0.0,3.792,13.524000000000001,3.4524,1.615599777777778,79.68,96.06,34.614000000000004,68.21600000000001,9.4164,50,148.0,2,0,2,2017
2017-02-02,12.81,9.0,15.0,1.6238339615532982,14.464,10.842,5.19,0.0,3.622,17.346,7.646599999999999,6.868010555555555,81.5,90.54,33.558,67.128,10.2212,50,157.0,3,0,2,2017
2017-02-03,12.258,9.7,13.7,0.8354615002304695,15.5,9.816,5.742000000000001,0.0,5.684,0.168,12.1152,8.108272666666666,83.4,80.34,15.39,32.168,11.3596,50,146.0,4,0,2,2017
2017-02-04,12.55,10.5,15.3,1.329454391693012,18.502,7.412000000000001,5.45,0.0,11.09,0.013999999999999999,23.4598,11.701733888888889,74.04,13.0,17.43,33.704,12.715399999999999,50,112.0,5,1,2,2017
2017-02-05,15.504000000000001,13.4,18.2,1.4548946241384424,22.498,9.016,2.5,0.0,13.482000000000001,0.0,27.7902,12.960393666666667,64.58,17.06,14.572000000000001,31.041999999999998,13.9462,50,129.0,6,1,2,2017
2017-02-06,18.63,16.8,25.0,1.765340922153161,23.46,14.687999999999999,0.294,0.11800000000000001,8.772,0.034,27.495,13.082933222222223,76.46,48.36,25.996,51.224,14.832799999999999,50,137.0,0,0,2,2017
2017-02-07,22.72,20.3,26.0,1.6690459207925603,30.534000000000002,15.376,0.0,1.0919999999999999,15.158,0.0,30.2892,13.800593277777777,52.4,0.0,21.351999999999997,41.972,14.9398,50,115.0,1,0,2,2017
2017-02-08,19.99,18.0,25.2,1.583492652206456,25.698,14.706,0.0,0.14,10.992,0.0,27.823800000000002,13.033339000000002,69.76,8.38,20.014,41.852,14.2146,50,138.0,2,0,2,2017
2017-02-09,22.22,18.8,26.5,1.9212028545063284,29.134,17.188,0.0,0.9420000000000001,11.946,0.0,23.7742,12.003467888888888,49.82,28.4,22.088,42.846000000000004,13.015799999999999,50,120.0,3,0,2,2017
2017-02-10,22.932,19.0,26.3,1.9795319999372347,30.236,17.76,0.0,1.3780000000000001,12.475999999999999,0.0,17.738799999999998,10.822579833333334,61.52,6.68,17.36,33.85,11.727,50,140.0,4,0,2,2017
2017-02-11,16.224,13.5,19.3,1.1994148233064932,18.266,14.468,1.82,0.0,3.798,9.198,6.0396,4.652716222222222,87.46,74.14,18.875999999999998,40.766,10.4374,50,134.0,5,1,2,2017
2017-02-12,7.166,3.7,10.6,1.5849560606798268,11.764000000000001,3.612,10.834000000000001,0.0,8.152000000000001,0.0,9.7966,8.516934055555556,67.66,0.6,15.008,29.064,9.5298,50,134.0,6,1,2,2017
2017-03-01,13.16,9.3,16.2,1.8223107107545116,16.04,11.238,4.84,0.0,4.802,7.474,5.2,5.949821166666667,83.82,82.74,24.526,49.044,9.4286,50,156.0,2,0,3,2017
2017-03-02,13.384,10.1,15.2,1.3456445235178087,14.618,11.684000000000001,4.6160000000000005,0.0,2.9339999999999997,17.248,3.9454000000000002,2.3963590555555556,83.36,94.16,39.218,82.12200000000001,10.2568,50,155.0,3,0,3,2017
2017-03-03,9.61,6.2,12.0,1.3731016580229252,11.48,7.528,8.39,0.0,3.952,18.876,8.753,5.602990111111111,79.04,78.24,31.256,64.00399999999999,11.4026,50,152.0,4,0,3,2017
2017-03-04,14.364,12.4,16.9,1.3795533142792182,20.638,9.48,3.636,0.0,11.158,0.0,23.3724,11.703066388888887,72.64,43.42,18.562,35.844,12.7568,50,133.0,5,1,3,2017
2017-03-05,19.488,17.9,21.3,0.8160732260061483,26.98,12.49,0.002,0.0,14.49,0.0,27.363000000000003,12.746105388888889,57.5,50.26,15.446,31.201999999999998,13.9834,50,134.0,6,1,3,2017
2017-03-06,17.654,15.8,23.4,1.447617324560378,21.194000000000003,15.042,0.718,0.04,6.152,0.45,25.410999999999998,12.426959833333333,71.28,56.88,27.965999999999998,55.152,14.849400000000001,50,120.0,0,0,3,2017
2017-03-07,26.35,21.2,28.4,1.2771540427762005,33.71,19.532,0.0,4.3660000000000005,14.177999999999999,0.0,30.1622,13.788921,47.54,0.04,20.092,39.714,14.9278,50,143.0,1,0,3,2017
2017-03-08,22.531999999999996,20.0,28.4,1.8514682535429958,28.18,18.202,0.0,0.9620000000000001,9.978,0.0,25.0028,12.482074222222222,73.08,24.9,19.576,41.46,14.1796,50,142.0,2,0,3,2017
2017-03-09,20.118,17.6,25.2,1.7636569151299564,24.686,15.758,0.012000000000000002,0.20800000000000002,8.927999999999999,0.018,22.6032,11.557718944444446,66.78,60.86,19.188,40.128,12.974400000000001,50,112.0,3,0,3,2017
2017-03-10,21.256,17.1,26.6,2.5530422029014557,27.296,16.854,0.06,0.792,10.442,0.0,17.531,10.690687222222223,73.2,8.56,17.264,35.12,11.6818,50,143.0,4,0,3,2017
2017-03-11,15.436,12.8,18.2,1.2392822148983114,18.124000000000002,13.82,2.568,0.0,4.303999999999999,13.754000000000001,6.7378,4.831477277777778,87.06,80.5,21.924,46.903999999999996,10.4004,50,135.0,5,1,3,2017
2017-03-12,7.358,4.0,10.8,1.440250828494673,12.395999999999999,4.338,10.642000000000001,0.0,8.058,0.0,9.6758,8.496410722222222,66.8,0.0,15.774000000000001,31.738000000000003,9.5112,50,131.0,6,1,3,2017
2017-04-01,12.972000000000001,9.8,15.6,1.2478618447863008,16.202,10.654000000000002,5.0280000000000005,0.0,5.547999999999999,2.294,5.749199999999999,6.897075611111111,89.94,68.78,11.776,23.136,9.4438,50,155.0,5,1,4,2017
2017-04-02,14.022,11.1,15.7,1.2267910688175931,15.072000000000001,13.174000000000001,3.978,0.0,1.8980000000000001,20.404,4.6676,3.5927556111111114,89.78,91.66,37.008,74.852,10.2936,50,138.0,6,1,4,2017
2017-04-03,10.03,5.9,14.2,1.8053491945564757,13.134,6.957999999999999,7.97,0.0,6.176,6.9079999999999995,13.5988,9.173058055555556,77.92,77.94,20.65,45.058,11.4494,50,133.0,0,0,4,2017
2017-04-04,15.732000000000001,13.6,17.5,1.0977602429585471,22.294,10.04,2.2680000000000002,0.0,12.254000000000001,0.0,23.747,11.827832055555554,71.8,4.84,17.232,33.692,12.802999999999999,50,135.0,1,0,4,2017
2017-04-05,18.576,17.0,20.6,0.7820851250708856,23.896,14.984000000000002,0.094,0.0,8.912,0.126,22.292399999999997,9.559505555555555,68.62,96.88,21.08,44.251999999999995,14.02,50,135.0,2,0,4,2017
2017-04-06,17.02,15.1,21.5,1.3320231658217194,21.37,13.434000000000001,1.1840000000000002,0.0,7.936,0.02,29.7518,13.6566755,67.0,25.66,30.15,59.153999999999996,14.8674,50,110.0,3,0,4,2017
2017-04-07,23.291999999999998,19.1,26.5,1.4600587072345512,28.346,18.35,0.0,1.45,9.996,0.0,29.3844,13.745406777777777,63.42,9.04,19.076,40.525999999999996,14.916400000000001,50,147.0,4,0,4,2017
2017-04-08,23.52,20.4,31.1,2.2366155189463917,28.564,19.698,0.0,1.6780000000000002,8.866,0.02,25.4956,11.600149666666667,72.3,33.58,21.168000000000003,42.606,14.146400000000002,50,144.0,5,1,4,2017
2017-04-09,20.445999999999998,18.5,24.0,1.298855068818657,24.291999999999998,17.355999999999998,0.0,0.08800000000000001,6.936,0.518,16.6918,9.547792388888888,79.72,54.48,16.78,34.821999999999996,12.9328,50,136.0,6,1,4,2017
2017-04-10,18.91,15.9,23.7,2.0575644409280183,24.488000000000003,15.208,0.44,0.1,9.28,0.0,17.0714,10.53754088888889,79.7,27.48,14.505999999999998,31.334,11.640999999999998,50,141.0,0,0,4,2017
2017-04-11,15.47,13.0,17.7,1.044372675683487,18.176,13.514000000000001,2.53,0.0,4.662,4.49,9.5138,8.766003111111111,83.08,49.56,23.248,45.586000000000006,10.362,50,120.0,1,0,4,2017
2017-04-12,7.564,4.6,10.9,1.296425226284547,13.288,3.8859999999999997,10.436,0.0,9.402000000000001,0.0,9.6716,8.476514111111111,63.54,0.0,15.574000000000002,30.75,9.4942,50,157.0,2,0,4,2017
2017-05-01,11.63,8.7,13.2,1.003920884759921,15.478,8.948,6.37,0.0,6.53,0.0,7.8196,7.420816333333334,89.7,44.88,12.402000000000001,24.55,9.4576,50,154.0,0,0,5,2017
2017-05-02,11.744000000000002,7.8,14.3,1.7550114831882009,13.588,8.357999999999999,6.256,0.0,5.23,4.38,9.7836,9.177892555555555,69.44,58.38,34.144,70.486,10.3326,50,126.0,1,0,5,2017
2017-05-03,13.87,10.5,15.5,1.2878157429365054,15.804,11.136,4.13,0.0,4.668,3.588,7.0866,3.7747521666666666,90.28,98.82,20.374000000000002,39.494,11.492799999999999,50,124.0,2,0,5,2017
2017-05-04,16.692,13.6,19.1,1.4037617101116242,22.62,11.765999999999998,1.422,0.0,10.854000000000001,0.0,24.0874,11.899758555555557,59.4,6.32,21.478,42.342,12.8468,50,136.0,3,0,5,2017
2017-05-05,14.936,13.1,17.3,0.9631495952639666,17.066,12.794,3.0639999999999996,0.0,4.272,16.19,19.3166,11.24992438888889,79.04,57.2,26.928,59.711999999999996,14.0568,50,133.0,4,0,5,2017
2017-05-06,17.238,14.3,21.4,1.6162301816263662,21.362,12.995999999999999,1.112,0.0,8.366,0.484,26.35,11.984896166666667,73.02,32.3,21.32,42.99,14.8834,50,133.0,5,1,5,2017
2017-05-07,19.618,17.9,22.5,1.2159971133155851,22.754,17.298,0.006000000000000001,0.016,5.456,0.142,20.2316,10.64547111111111,75.82,61.58,17.464000000000002,36.952,14.9016,50,143.0,6,1,5,2017
2017-05-08,22.658,19.1,30.9,2.278389155271141,27.074,19.288,0.0,1.092,7.7860000000000005,0.024,25.6664,11.743493722222222,71.46,36.18,26.228,51.696000000000005,14.1104,50,128.0,0,0,5,2017
2017-05-09,20.438,18.3,24.2,1.482674087242234,25.932,16.418,0.0,0.132,9.514,0.0,22.1072,11.612298833333334,78.04,19.9,21.588,43.01,12.888599999999999,50,140.0,1,0,5,2017
2017-05-10,18.778,15.6,24.7,2.3153692348905284,25.024,14.675999999999998,0.5660000000000001,0.16399999999999998,10.347999999999999,0.006000000000000001,16.611,10.040045833333334,77.86,27.06,12.564,27.184,11.5978,50,122.0,2,0,5,2017
2017-05-11,13.606,10.3,17.0,1.62699296939138,16.934,11.126,4.394,0.0,5.808,0.0,12.033399999999999,8.924836333333333,73.5,8.44,23.962,46.913999999999994,10.325999999999999,50,110.0,3,0,5,2017
2017-05-12,8.01,4.6,11.8,1.417996574648291,13.39,4.7,9.99,0.0,8.69,0.0,9.546,8.457577222222222,71.36,20.66,15.318,29.01,9.4758,50,163.0,4,0,5,2017
2017-06-01,9.452,6.0,12.4,1.2377134942617178,13.964,6.314,8.548,0.0,7.65,0.0,9.4608,8.436809944444445,79.12,10.08,15.57,30.814,9.4742,50,153.0,3,0,6,2017
2017-06-02,11.942,9.2,13.9,0.9426601525816746,15.677999999999999,8.316,6.058,0.0,7.362,2.194,10.5324,8.358845777777777,85.1,53.34,20.07,40.552,10.3722,50,150.0,4,0,6,2017
2017-06-03,13.862,11.7,15.2,0.7750944642889853,16.84,10.515999999999998,4.138,0.0,6.324,1.19,10.5952,7.635091611111111,88.26,86.72,17.658,35.184,11.533800000000001,50,145.0,5,1,6,2017
2017-06-04,16.078,13.2,17.9,1.1702589980209412,22.066,11.414000000000001,1.922,0.0,10.652000000000001,0.0,24.4482,11.986659333333332,55.72,0.14,23.351999999999997,45.538000000000004,12.891399999999999,50,135.0,6,1,6,2017
2017-06-05,15.738,13.2,17.4,1.1204754821603409,19.514,12.172,2.262,0.0,7.3420000000000005,0.836,21.910999999999998,12.81550177777778,74.52,35.22,20.416,42.026,14.091600000000001,50,116.0,0,0,6,2017
2017-06-06,18.34,16.4,22.3,1.54060682451919,22.344,14.758,0.478,0.006,7.586,0.49200000000000005,27.0312,13.460759277777777,73.38,33.98,23.984,47.832,14.895,50,137.0,1,0,6,2017
2017-06-07,19.022000000000002,17.4,21.0,0.9442176331627741,22.951999999999998,15.94,0.032,0.0,7.0120000000000005,2.602,22.7952,13.145137833333333,78.96,44.46,18.105999999999998,39.14,14.8878,50,142.0,2,0,6,2017
2017-06-08,22.61,19.0,29.3,1.7916188096756724,29.112,17.292,0.0,0.976,11.82,0.0,27.1944,12.932217222222222,62.98,3.82,21.671999999999997,43.266000000000005,14.074200000000001,50,117.0,3,0,6,2017
2017-06-09,22.438000000000002,18.7,27.4,1.6183753506248806,28.79,17.596,0.0,0.836,11.194,0.0,22.4042,11.611284833333334,68.5,23.48,21.646,42.318000000000005,12.8478,50,142.0,4,0,6,2017
2017-06-10,21.182,16.0,26.9,2.6172652809794434,29.14,15.294,0.124,0.748,13.845999999999998,0.0,17.430799999999998,10.636138611111113,63.3,6.14,15.79,32.108000000000004,11.552999999999999,50,132.0,5,1,6,2017
2017-06-11,12.776,9.8,16.8,1.5985401503387076,17.964000000000002,9.156,5.224,0.0,8.808,0.0,12.4602,9.256058611111111,68.68,3.62,16.796,33.334,10.2904,50,132.0,6,1,6,2017
2017-06-12,7.642,3.9,11.7,1.6944194117328633,13.187999999999999,3.844,10.357999999999999,0.0,9.344,0.05,8.4862,8.342353722222223,73.5,62.26,12.366,23.06,9.459,50,167.0,0,0,6,2017
2017-07-01,8.446,3.7,12.9,1.8627618292881838,13.728,4.952,9.554,0.0,8.776,0.0,9.712200000000001,8.465023777777779,71.46,0.8,14.01,26.348000000000003,9.490599999999999,50,136.0,5,1,7,2017
2017-07-02,12.284,9.7,13.9,1.0848417546596651,14.554,8.83,5.716,0.0,5.724,8.526,9.8214,7.5003573333333335,82.34,57.12,23.622,46.06,10.408199999999999,50,153.0,6,1,7,2017
2017-07-03,14.182,11.0,16.5,1.2856650784234402,18.784000000000002,10.806,3.818,0.0,7.978000000000001,0.086,14.3698,8.718340722222223,86.62,78.32,17.2,33.748000000000005,11.5798,50,144.0,0,0,7,2017
2017-07-04,16.886,15.2,18.6,0.8521305830752972,23.78,11.235999999999999,1.158,0.0,12.544,0.0,24.5168,12.038324888888889,60.0,0.0,16.866,32.838,12.9352,50,134.0,1,0,7,2017
2017-07-05,18.168,16.4,19.7,0.963717292782569,24.734,12.048,0.332,0.0,12.686,0.0,27.680999999999997,13.001104111111111,68.86,23.14,17.416,35.664,14.125399999999999,50,107.0,2,0,7,2017
2017-07-06,20.588,17.4,25.4,2.3224406584980595,28.302,13.622,0.055999999999999994,0.478,14.68,0.0,30.2564,13.809560722222223,61.56,0.02,19.026,37.954,14.910599999999999,50,140.0,3,0,7,2017
2017-07-07,19.7,17.9,21.7,1.0563703741334944,23.392,16.656,0.002,0.0,6.736000000000001,0.22,22.656,12.080879444444445,81.1,55.3,21.01,43.172,14.8728,50,141.0,4,0,7,2017
2017-07-08,19.82,17.1,29.3,2.288837152399462,23.991999999999997,16.42,0.042,0.35,7.572,0.002,22.8064,12.091995944444445,73.32,39.16,26.848000000000003,52.8,14.0396,50,134.0,5,1,7,2017
